VRE_%,LOLP_proposed,EENS_proposed_MWh,LOLP_det,EENS_det_MWh,UC_obj_USD,UC_lolp_mip
20.0,0.03611111111111111,121.52125284690278,0.05708333333333333,228.85499267527808,703873.7166397505,0.0
30.0,0.017083333333333332,45.516420447445086,0.03138888888888889,109.99779663058405,641383.4006559527,0.0
40.0,0.013055555555555556,39.041281950558485,0.024722222222222222,79.69063189649145,582663.0580913989,0.0
50.0,0.005833333333333334,11.103687297913208,0.021805555555555557,68.48944810309062,538016.4402645915,0.0
60.0,0.009305555555555555,25.597888434928617,0.020694444444444446,76.2818249277317,495306.6797081496,0.0
